Ciclo,Fila do caixa 1,Fila do caixa 2,Fila de Pedidos,Lista de Pedidos Prontos,Fila do Balcao,Fila das Mesas de 2 Lugares,Fila das Mesas de 4 lugares
83,0,0,4,0,0,0,0,
84,0,0,4,0,0,0,0,
85,0,0,4,0,0,0,0,
86,0,0,4,0,0,0,0,
87,0,0,3,0,0,0,0,
88,0,0,3,0,0,0,0,
89,0,0,3,0,0,0,0,
90,0,0,3,0,0,0,0,
91,0,0,3,0,0,0,0,
92,0,0,3,0,0,0,0,
93,0,0,3,0,0,0,0,
94,0,0,3,0,0,0,0,
95,0,0,2,0,0,0,0,
96,0,0,3,0,0,0,1,
97,0,0,4,0,0,0,2,
98,0,0,4,0,0,0,2,
99,0,0,4,0,0,0,2,
100,0,0,4,0,0,0,2,
101,0,0,4,0,0,0,2,
102,0,0,4,0,0,0,2,
103,0,0,4,0,0,0,2,
104,0,0,4,0,0,0,2,
105,0,0,4,0,0,0,2,
106,0,0,4,0,0,0,2,
107,0,0,4,0,0,0,2,
108,0,0,5,0,0,0,3,
109,0,0,5,0,0,0,3,
110,0,0,5,0,0,0,3,
111,0,0,5,0,0,0,3,
112,0,0,5,0,0,0,3,
113,0,0,5,0,0,0,3,
114,0,0,5,0,0,0,3,
115,0,0,5,0,0,0,3,
116,0,0,5,0,0,0,3,
117,0,0,5,0,0,0,3,
118,0,0,5,0,0,0,3,
119,0,0,5,0,0,0,3,
120,0,0,5,0,0,0,3,
121,0,0,5,0,0,0,3,
122,0,0,5,0,0,0,3,
123,0,0,5,0,0,0,3,
124,0,0,5,0,0,0,3,
125,0,0,5,0,0,0,3,
126,0,0,5,0,0,0,3,
127,0,0,5,0,0,0,3,
128,0,0,5,0,0,0,3,
129,0,0,6,0,0,0,3,
130,0,0,7,0,0,0,4,
131,0,0,6,0,0,0,4,
132,0,0,6,0,0,0,4,
133,0,0,6,0,0,0,4,
134,0,0,6,0,0,0,4,
135,0,0,6,0,0,0,4,
136,0,0,6,0,0,0,4,
137,0,0,6,0,0,0,4,
138,0,0,6,0,0,0,4,
139,0,0,6,0,0,0,4,
140,0,0,7,0,0,1,4,
141,0,0,7,0,0,1,4,
142,0,0,7,0,0,1,4,
143,0,0,7,0,0,1,4,
144,0,0,7,0,0,1,4,
145,0,0,6,0,0,1,4,
146,0,0,6,0,0,1,4,
147,0,0,6,0,0,1,4,
148,0,0,7,0,0,2,4,
149,0,0,7,0,0,2,4,
150,0,0,7,0,0,2,4,
151,0,0,7,0,0,2,4,
152,0,0,7,0,0,2,4,
153,0,0,6,0,0,2,4,
154,0,0,6,0,0,2,4,
155,0,0,6,0,0,2,4,
156,0,0,6,0,0,2,4,
157,0,0,6,0,0,2,4,
158,0,0,7,0,0,2,5,
159,0,0,7,0,0,2,5,
160,0,0,7,0,0,2,5,
161,0,0,7,0,0,2,5,
162,0,0,7,0,0,2,5,
163,0,0,7,0,0,2,5,
164,0,0,7,0,0,2,5,
165,0,0,7,0,0,2,5,
166,0,0,7,0,0,2,5,
167,0,0,7,0,0,2,5,
168,0,0,7,0,0,2,5,
169,0,0,7,0,0,2,5,
170,0,0,7,0,0,2,5,
171,0,0,7,0,0,2,5,
172,0,0,7,0,0,2,5,
173,0,0,7,0,0,2,4,
174,0,0,7,0,0,2,4,
175,0,0,7,0,0,2,4,
176,0,0,7,0,0,2,4,
177,0,0,7,0,0,2,4,
178,0,0,8,0,0,3,4,
179,0,0,8,0,0,3,4,
180,0,0,8,0,0,3,4,
181,0,0,8,0,0,3,4,
182,0,0,8,0,0,3,4,
183,0,0,8,0,0,3,4,
184,0,0,8,0,0,3,4,
185,0,0,8,0,0,2,4,
186,0,0,8,0,0,2,4,
187,0,0,8,0,0,2,4,
188,0,0,8,0,0,2,4,
189,0,0,8,0,0,2,4,
190,1,0,8,0,0,2,4,
191,1,0,9,0,0,2,5,
192,1,0,9,0,0,2,5,
193,1,0,9,0,0,2,4,
194,1,0,9,0,0,2,4,
195,0,0,10,0,0,2,5,
196,0,0,10,0,0,2,5,
197,0,0,10,0,0,2,5,
198,0,0,10,0,0,2,5,
199,0,0,10,0,0,2,5,
200,0,0,10,0,0,2,5,
201,0,0,10,0,0,2,5,
202,0,0,10,0,0,2,5,
203,0,0,10,0,0,2,5,
204,0,0,10,0,0,2,5,
205,0,0,10,0,0,2,5,
206,0,0,10,0,0,2,5,
207,0,0,10,0,0,2,5,
208,0,0,9,0,0,2,5,
209,0,0,9,0,0,2,5,
210,1,0,9,0,0,2,5,
211,1,0,10,0,0,2,6,
212,0,0,11,0,0,2,7,
213,0,0,11,0,0,2,7,
214,0,0,11,0,0,2,7,
215,0,0,11,0,0,2,7,
216,0,0,11,0,0,2,7,
217,0,0,11,0,0,2,7,
218,0,0,11,0,0,2,7,
219,0,0,11,0,0,2,7,
220,0,0,10,0,0,2,7,
221,0,0,11,0,0,2,7,
222,0,0,11,0,0,2,7,
223,0,0,11,0,0,2,7,
224,0,0,11,0,0,2,7,
225,0,0,11,0,0,2,7,
226,0,0,11,0,0,2,7,
227,0,0,11,0,0,2,7,
228,0,0,11,0,0,2,7,
229,0,0,11,0,0,2,7,
230,0,0,11,0,0,2,7,
231,0,0,11,0,0,1,7,
232,0,0,11,0,0,1,7,
233,0,0,10,0,0,1,7,
234,0,0,10,0,0,1,7,
235,0,0,10,0,0,1,7,
236,0,0,11,0,0,2,7,
237,0,0,11,0,0,2,7,
238,0,0,12,0,0,2,8,
239,0,0,12,0,0,2,8,
240,0,0,12,0,0,2,8,
241,0,0,12,0,0,2,8,
242,0,0,12,0,0,2,8,
243,0,0,12,0,0,2,8,
244,0,0,12,0,0,2,8,
245,0,0,12,0,0,2,8,
246,0,0,12,0,0,2,8,
247,0,0,12,0,0,2,8,
248,0,0,12,0,0,2,8,
249,0,0,12,0,0,2,8,
250,0,0,12,0,0,2,8,
251,0,0,12,0,0,2,7,
252,0,0,12,0,0,2,7,
253,0,0,12,0,0,2,7,
254,0,0,13,0,0,2,7,
255,0,0,13,0,0,2,7,
256,0,0,13,0,0,2,7,
257,0,0,13,0,0,2,7,
258,0,0,13,0,0,2,7,
259,0,0,13,0,0,2,7,
260,0,0,13,0,0,2,7,
261,0,0,13,0,0,2,7,
262,0,0,13,0,0,2,7,
263,0,0,13,0,0,2,7,
264,0,0,13,0,0,2,7,
265,0,0,14,0,0,2,8,
266,0,0,14,0,0,2,8,
267,0,0,14,0,0,2,8,
268,0,0,14,0,0,2,8,
269,0,0,14,0,0,2,8,
270,0,0,14,0,0,2,8,
271,0,0,14,0,0,2,8,
272,0,0,13,0,0,2,8,
273,0,0,13,0,0,1,8,
274,0,0,13,0,0,1,8,
275,0,0,13,0,0,1,8,
276,0,0,13,0,0,1,8,
277,0,0,13,0,0,1,8,
278,0,0,13,0,0,1,8,
279,0,0,13,0,0,1,8,
280,1,0,13,0,0,1,8,
281,0,0,14,0,0,1,8,
282,0,0,15,0,0,1,9,
283,0,0,15,0,0,1,9,
284,0,0,15,0,0,1,9,
285,0,0,15,0,0,1,9,
286,0,0,15,0,0,1,9,
287,0,0,15,0,0,1,9,
288,0,0,14,0,0,1,9,
289,0,0,14,0,0,1,9,
290,0,0,14,0,0,1,9,
291,0,0,14,0,0,1,9,
292,0,0,14,0,0,1,9,
293,0,0,14,0,0,1,9,
294,0,0,14,0,0,1,9,
295,0,0,14,0,0,1,9,
296,0,0,14,0,0,1,9,
297,0,0,14,0,0,1,9,
298,0,0,14,0,0,1,9,
299,0,0,14,0,0,1,9,
300,0,0,14,0,0,1,9,
301,0,0,14,0,0,1,9,
302,0,0,14,0,0,1,9,
303,0,0,14,0,0,1,9,
304,0,0,14,0,0,1,9,
305,0,0,14,0,0,1,9,
306,0,0,14,0,0,1,9,
307,0,0,14,0,0,1,8,
308,0,0,14,0,0,1,8,
309,0,0,14,0,0,1,8,
310,1,0,14,0,0,1,8,
311,1,0,15,0,0,1,9,
312,1,0,15,0,0,1,9,
313,1,0,15,0,0,1,9,
314,1,0,15,0,0,1,9,
315,1,0,15,0,0,1,9,
316,1,0,15,0,0,1,9,
317,1,0,15,0,0,1,9,
318,1,0,15,0,0,1,9,
319,1,0,15,0,0,1,9,
320,1,0,15,0,0,1,9,
321,0,0,16,0,0,2,9,
322,0,0,16,0,0,2,9,
323,0,0,16,0,0,2,9,
324,0,0,16,0,0,2,9,
325,0,0,15,0,0,2,9,
326,0,0,15,0,0,2,9,
327,0,0,15,0,0,2,9,
328,0,0,15,0,0,2,9,
329,0,0,15,0,0,2,8,
330,1,0,15,0,0,2,8,
331,1,0,15,0,0,2,8,
332,1,0,15,0,0,2,8,
333,1,0,15,0,0,2,8,
334,1,0,15,0,0,2,8,
335,1,0,15,0,0,2,8,
336,0,0,16,0,0,2,8,
337,0,0,16,0,0,2,8,
338,0,0,16,0,0,2,8,
339,0,0,17,0,0,2,9,
340,0,0,17,0,0,2,9,
341,0,0,17,0,0,2,9,
342,0,0,17,0,0,2,9,
343,0,0,17,0,0,2,9,
344,0,0,17,0,0,2,9,
345,0,0,17,0,0,2,9,
346,0,0,17,0,0,2,9,
347,0,0,17,0,0,2,9,
348,0,0,17,0,0,2,9,
349,0,0,17,0,0,2,9,
350,1,0,17,0,0,2,9,
351,1,0,17,0,0,2,9,
352,1,0,17,0,0,2,9,
353,1,0,17,0,0,2,9,
354,1,0,17,0,0,2,9,
355,1,0,17,0,0,2,9,
356,0,0,18,0,0,3,9,
357,0,0,17,0,0,3,9,
358,0,0,17,0,0,3,9,
359,0,0,17,0,0,3,9,
360,0,0,18,0,0,3,10,
361,0,0,18,0,0,3,10,
362,0,0,18,0,0,3,10,
363,0,0,18,0,0,3,10,
364,0,0,18,0,0,3,10,
365,0,0,18,0,0,3,10,
366,0,0,19,0,0,3,11,
367,0,0,19,0,0,3,11,
368,0,0,19,0,0,3,11,
369,0,0,19,0,0,3,11,
370,0,0,19,0,0,3,11,
371,0,0,19,0,0,3,11,
372,0,0,19,0,0,3,11,
373,0,0,19,0,0,3,11,
374,0,0,19,0,0,3,11,
375,0,0,19,0,0,3,11,
376,0,0,18,0,0,3,11,
377,0,0,18,0,0,3,11,
378,0,0,18,0,0,3,11,
379,0,0,18,0,0,3,11,
380,0,0,19,0,0,3,12,
381,0,0,19,0,0,3,12,
382,0,0,19,0,0,3,12,
383,0,0,19,0,0,3,13,
384,0,0,19,0,0,3,13,
385,0,0,19,0,0,3,13,
386,0,0,19,0,0,3,13,
387,0,0,19,0,0,2,13,
388,0,0,19,0,0,2,13,
389,0,0,19,0,0,2,12,
390,0,0,19,0,0,2,11,
391,0,0,19,0,0,2,11,
392,0,0,19,0,0,2,11,
393,0,0,19,0,0,2,11,
394,0,0,19,0,0,2,11,
395,0,0,19,0,0,2,11,
396,0,0,19,0,0,2,11,
397,0,0,19,0,0,2,11,
398,0,0,19,0,0,2,11,
399,0,0,19,0,0,2,11,
400,0,0,20,0,0,3,11,
401,0,0,20,0,0,3,11,
402,0,0,20,0,0,3,11,
403,0,0,20,0,0,3,11,
404,0,0,20,0,0,3,11,
405,0,0,20,0,0,3,11,
406,0,0,20,0,0,3,11,
407,0,0,20,0,0,3,11,
408,0,0,20,0,0,3,11,
409,0,0,20,0,0,3,11,
410,0,0,21,0,0,3,12,
411,0,0,21,0,0,3,12,
412,0,0,21,0,0,3,12,
413,0,0,21,0,0,3,12,
414,0,0,21,0,0,3,12,
415,0,0,21,0,0,3,12,
416,0,0,21,0,0,3,12,
417,0,0,21,0,0,3,12,
418,0,0,22,0,0,3,13,
419,0,0,22,0,0,3,13,
420,0,0,23,0,0,3,12,
421,0,0,23,0,0,3,12,
422,0,0,23,0,0,3,12,
423,0,0,23,0,0,3,12,
424,0,0,23,0,0,3,12,
425,0,0,23,0,0,3,12,
426,0,0,23,0,0,3,12,
427,0,0,23,0,0,3,12,
428,0,0,23,0,0,3,12,
429,0,0,23,0,0,3,12,
430,0,0,23,0,0,3,12,
431,0,0,23,0,0,3,12,
432,0,0,23,0,0,3,12,
433,0,0,22,0,0,3,12,
434,0,0,23,0,1,3,12,
435,0,0,23,0,1,3,12,
436,0,0,22,0,1,3,12,
437,0,0,22,0,1,3,12,
438,0,0,22,0,1,3,12,
439,0,0,22,0,1,3,12,
440,0,0,22,0,1,3,12,
441,0,0,22,0,1,3,12,
442,0,0,22,0,1,3,12,
443,0,0,22,0,1,3,12,
444,0,0,22,0,1,3,12,
445,0,0,21,0,1,3,12,
446,0,0,21,0,1,3,12,
447,0,0,21,0,1,3,12,
448,0,0,22,0,1,4,12,
449,0,0,22,0,1,4,12,
450,0,0,22,0,1,4,12,
451,0,0,23,0,2,4,12,
452,0,0,23,0,2,4,12,
453,0,0,23,0,2,3,12,
454,0,0,23,0,2,3,12,
455,0,0,23,0,2,3,12,
456,0,0,23,0,2,3,12,
457,0,0,23,0,2,3,12,
458,0,0,23,0,2,3,12,
459,0,0,23,0,2,3,12,
460,0,0,23,0,2,3,12,
461,0,0,23,0,2,3,12,
462,0,0,23,0,2,3,12,
463,0,0,23,0,2,3,12,
464,0,0,23,0,2,2,12,
465,0,0,23,0,2,2,12,
466,0,0,23,0,2,2,12,
467,0,0,23,0,2,2,12,
468,0,0,23,0,2,2,12,
469,0,0,23,0,2,2,12,
470,1,0,23,0,2,2,12,
471,1,0,24,0,2,3,12,
472,1,0,24,0,2,3,12,
473,1,0,24,0,2,3,12,
474,1,0,24,0,2,3,12,
475,0,0,25,0,3,3,12,
476,0,0,25,0,3,3,12,
477,0,0,25,0,3,3,12,
478,0,0,25,0,3,3,12,
479,0,0,25,0,3,3,12,
480,0,0,25,0,3,3,12,
481,0,0,25,0,3,3,12,
482,0,0,25,0,3,3,12,
483,0,0,25,0,3,3,12,
484,0,0,25,0,3,3,12,
485,0,0,25,0,3,3,12,
486,0,0,25,0,3,3,12,
487,0,0,25,0,3,3,12,
488,0,0,25,0,3,3,12,
489,0,0,25,0,3,3,12,
490,1,0,25,0,3,3,12,
491,1,0,25,0,3,3,11,
492,1,0,25,0,3,3,11,
493,0,0,26,0,4,3,11,
494,0,0,26,0,4,3,11,
495,0,0,26,0,4,3,11,
496,0,0,27,0,5,3,11,
497,0,0,27,0,5,3,11,
498,0,0,27,0,5,3,11,
499,0,0,27,0,5,3,11,
